QuarterCode,QuarterName,FinancialYear,AreaCode,AreaName,WasteManagementGroup,DataStatus,"Local authority collected municipal waste arisings (tonnes), KPI(j)",Local authority collected municipal waste preparing for reuse (tonnes),Local authority collected municipal waste dry recycling (tonnes),Local authority collected municipal waste composting (tonnes),Local authority collected municipal waste dry recycling and composting (tonnes),"Local authority collected municipal waste preparing for reuse, dry recycling and composting (tonnes)","Local authority collected municipal waste dry recycling and composting rate (%), KPI(e)",Local authority collected municipal waste energy recovery for mixed residual (tonnes),Local authority collected municipal waste energy recovery for specific streams e.g. wood (tonnes),Local authority collected municipal waste energy recovery rate (%),Local authority collected municipal waste landfilled (tonnes),"Local authority collected municipal waste landfill rate (%), KPI(f)","Biodegradable local authority collected municipal waste to landfill (tonnes), KPI(g)",NILAS financial year allocation before transfers (tonnes),NILAS financial year allocation after transfers (tonnes),Household waste arisings (tonnes),Household waste preparing for reuse (tonnes),Household waste dry recycling (tonnes),Household waste composting (tonnes),Household waste dry recycling and composting (tonnes),"Household waste preparing for reuse, dry recycling and composting (tonnes)","Household waste dry recycling and composting rate (%), KPI(a)",Household waste landfilled (tonnes),"Household waste landfill rate (%), KPI(b)",Number of households,"Household waste arisings per household (kilogrammes per household), KPI(h)",Population,"Household waste arisings per capita (kilogrammes per capita), KPI(p)",Waste from households recycling (including preparing for reuse and composting) (tonnes),Waste from households arisings (tonnes),Waste from households recycling rate (including preparing for reuse and composting) (%),year
Q2,July to September,2011/12,95RR,Limavady,NWRWMG (pre April 2015),Finalised,4495,0,983,725,1708,0,38,239,0,5.3,2500,55.6,0,0,0,4289,0,935,725,1660,0,38.7,2356,54.9,12396,346,33610,128,0,0,0,2011
Q2,July to September,2011/12,95SS,Lisburn,arc21 (pre April 2015),Finalised,15433,0,3067,3848,6915,0,44.8,55,0,0.4,8383,54.3,0,0,0,13927,0,2452,3848,6300,0,45.2,7505,53.9,45946,303,120486,116,0,0,0,2011
Q2,July to September,2011/12,95TT,Magherafelt,NWRWMG (pre April 2015),Finalised,6572,0,2153,1943,4096,0,62.3,776,0,11.8,1700,25.9,0,0,0,5854,0,1755,1943,3698,0,63.2,1482,25.3,15272,383,45132,130,0,0,0,2011
Q2,July to September,2011/12,95UU,Moyle,NWRWMG (pre April 2015),Finalised,2759,0,717,461,1178,0,42.7,0,0,0,1580,57.3,0,0,0,2472,0,670,461,1131,0,45.7,1341,54.2,6976,354,17062,145,0,0,0,2011
Q2,July to September,2011/12,95VV,Newry and Mourne,SWaMP2008,Finalised,11883,0,2490,1979,4469,0,37.6,143,0,1.2,7271,61.2,0,0,0,10439,0,2486,1977,4464,0,42.8,5840,56,35238,296,100003,104,0,0,0,2011
Q2,July to September,2011/12,95WW,Newtownabbey,arc21 (pre April 2015),Finalised,12436,0,2115,3363,5478,0,44,0,0,0,6904,55.5,0,0,0,11499,0,2074,3359,5432,0,47.2,6019,52.3,34227,336,85019,135,0,0,0,2011
Q2,July to September,2011/12,95XX,North Down,arc21 (pre April 2015),Finalised,12787,0,3149,2928,6077,0,47.5,44,0,0.3,6628,51.8,0,0,0,10561,0,2219,2890,5110,0,48.4,5378,50.9,33007,320,79245,133,0,0,0,2011
Q2,July to September,2011/12,95YY,Omagh,SWaMP2008,Finalised,6705,0,1889,1253,3143,0,46.9,33,0,0.5,3439,51.3,0,0,0,5988,0,1487,1253,2741,0,45.8,3131,52.3,19047,314,51495,116,0,0,0,2011
Q2,July to September,2011/12,95ZZ,Strabane,NWRWMG (pre April 2015),Finalised,4750,0,1254,346,1600,0,33.7,242,0,5.1,2908,61.2,0,0,0,4404,0,1217,346,1562,0,35.5,2624,59.6,15234,289,39930,110,0,0,0,2011
Q2,July to September,2011/12,NI,Northern Ireland,0,Finalised,250381,0,55148,48724,103872,0,41.5,6575,0,2.6,139032,55.5,0,0,0,220890,0,45817,48487,94304,0,42.7,119976,54.3,713948,309,1814318,122,0,0,0,2011
Q3,October to December,2011/12,95AA,Antrim,arc21 (pre April 2015),Finalised,7721,0,2274,1589,3862,0,50,36,0,0.5,3707,48,0,0,0,6528,0,1408,1589,2997,0,45.9,3390,51.9,19775,330,53632,122,0,0,0,2011
Q3,October to December,2011/12,95BB,Ards,arc21 (pre April 2015),Finalised,9589,0,1815,1504,3319,0,34.6,46,0,0.5,6224,64.9,0,0,0,8502,0,1745,1504,3249,0,38.2,5214,61.3,32022,265,78047,109,0,0,0,2011
Q3,October to December,2011/12,95CC,Armagh,SWaMP2008,Finalised,6497,0,1754,833,2587,0,39.8,523,0,8,3367,51.8,0,0,0,5719,0,1411,779,2190,0,38.3,3038,53.1,21820,262,59651,96,0,0,0,2011
Q3,October to December,2011/12,95DD,Ballymena,arc21 (pre April 2015),Finalised,7210,0,1237,1496,2733,0,37.9,0,0,0,4469,62,0,0,0,6439,0,945,1496,2442,0,37.9,3990,62,25168,256,64127,100,0,0,0,2011
Q3,October to December,2011/12,95EE,Ballymoney,NWRWMG (pre April 2015),Finalised,3508,0,730,277,1008,0,28.7,51,0,1.4,2450,69.8,0,0,0,3149,0,644,277,921,0,29.2,2182,69.3,11688,269,31276,101,0,0,0,2011
Q3,October to December,2011/12,95FF,Banbridge,SWaMP2008,Finalised,5954,0,1264,1562,2826,0,47.5,89,0,1.5,3013,50.6,0,0,0,5530,0,1031,1540,2571,0,46.5,2850,51.5,18585,298,48333,114,0,0,0,2011
Q3,October to December,2011/12,95GG,Belfast (pre April 2015),arc21 (pre April 2015),Finalised,35446,0,5516,2890,8406,0,23.7,628,0,1.8,25861,73,0,0,0,29370,0,5240,2753,7994,0,27.2,20440,69.6,123050,239,280922,105,0,0,0,2011
Q3,October to December,2011/12,95HH,Carrickfergus,arc21 (pre April 2015),Finalised,5433,0,1598,631,2229,0,41,0,0,0,3205,59,0,0,0,4219,0,872,631,1503,0,35.6,2716,64.4,16324,258,39102,108,0,0,0,2011
Q3,October to December,2011/12,95II,Castlereagh,arc21 (pre April 2015),Finalised,7035,0,1445,1035,2481,0,35.3,23,0,0.3,4409,62.7,0,0,0,6647,0,1301,1035,2336,0,35.1,4173,62.8,27961,238,67418,99,0,0,0,2011
Q3,October to December,2011/12,95JJ,Coleraine,NWRWMG (pre April 2015),Finalised,7791,0,1997,662,2659,0,34.1,361,0,4.6,4771,61.2,0,0,0,6798,0,1788,662,2450,0,36,4038,59.4,24568,277,58959,115,0,0,0,2011
Q3,October to December,2011/12,95KK,Cookstown,SWaMP2008,Finalised,4862,0,1041,728,1769,0,36.4,30,0,0.6,3063,63,0,0,0,4256,0,803,728,1531,0,36,2696,63.3,13183,323,37098,115,0,0,0,2011
Q3,October to December,2011/12,95LL,Craigavon,SWaMP2008,Finalised,11168,0,2910,1238,4149,0,37.1,3170,0,28.4,3709,33.2,0,0,0,10293,0,2807,1238,4045,0,39.3,3301,32.1,36626,281,93334,110,0,0,0,2011
Q3,October to December,2011/12,95MM,Derry,NWRWMG (pre April 2015),Finalised,13298,0,3726,212,3938,0,29.6,52,0,0.4,9308,70,0,0,0,11653,0,3004,212,3216,0,27.6,8390,72,41595,280,108261,108,0,0,0,2011
Q3,October to December,2011/12,95NN,Down,arc21 (pre April 2015),Finalised,7962,0,1558,694,2252,0,28.3,31,0,0.4,5679,71.3,0,0,0,7391,0,1531,668,2199,0,29.7,5164,69.9,26451,279,69934,106,0,0,0,2011
Q3,October to December,2011/12,95OO,Dungannon,SWaMP2008,Finalised,6988,0,1341,982,2323,0,33.2,441,0,6.3,4224,60.4,0,0,0,6521,0,1318,982,2300,0,35.3,3820,58.6,20812,313,58100,112,0,0,0,2011
Q3,October to December,2011/12,95PP,Fermanagh,SWaMP2008,Finalised,6685,0,1829,676,2505,0,37.5,14,0,0.2,4142,62,0,0,0,5955,0,1501,676,2177,0,36.6,3743,62.9,24506,243,62006,96,0,0,0,2011
Q3,October to December,2011/12,95QQ,Larne,arc21 (pre April 2015),Finalised,4426,0,1600,720,2320,0,52.4,209,0,4.7,1894,42.8,0,0,0,3724,0,1186,720,1906,0,51.2,1634,43.9,13463,277,32136,116,0,0,0,2011
Q3,October to December,2011/12,95RR,Limavady,NWRWMG (pre April 2015),Finalised,3918,0,1079,383,1461,0,37.3,220,0,5.6,2201,56.2,0,0,0,3735,0,1036,383,1418,0,38,2073,55.5,12416,301,33610,111,0,0,0,2011
Q3,October to December,2011/12,95SS,Lisburn,arc21 (pre April 2015),Finalised,13406,0,2535,2113,4648,0,34.7,59,0,0.4,8488,63.3,0,0,0,12235,0,2254,2113,4367,0,35.7,7624,62.3,46065,266,120486,102,0,0,0,2011
Q3,October to December,2011/12,95TT,Magherafelt,NWRWMG (pre April 2015),Finalised,5517,0,1865,1143,3008,0,54.5,812,0,14.7,1697,30.8,0,0,0,4854,0,1614,1143,2757,0,56.8,1419,29.2,15310,317,45132,108,0,0,0,2011
Q3,October to December,2011/12,95UU,Moyle,NWRWMG (pre April 2015),Finalised,2019,0,564,131,695,0,34.4,189,0,9.3,1135,56.2,0,0,0,1792,0,533,131,664,0,37.1,967,54,6986,257,17062,105,0,0,0,2011
Q3,October to December,2011/12,95VV,Newry and Mourne,SWaMP2008,Finalised,11000,0,2071,980,3051,0,27.7,91,0,0.8,7856,71.4,0,0,0,9616,0,2070,980,3050,0,31.7,6477,67.4,35326,272,100003,96,0,0,0,2011
Q3,October to December,2011/12,95WW,Newtownabbey,arc21 (pre April 2015),Finalised,10436,0,1772,1840,3613,0,34.6,0,0,0,6628,63.5,0,0,0,9558,0,1730,1816,3546,0,37.1,5840,61.1,34283,279,85019,112,0,0,0,2011
Q3,October to December,2011/12,95XX,North Down,arc21 (pre April 2015),Finalised,10515,0,2753,1472,4226,0,40.2,50,0,0.5,6201,59,0,0,0,8607,0,2109,1418,3527,0,41,5001,58.1,33053,260,79245,109,0,0,0,2011
Q3,October to December,2011/12,95YY,Omagh,SWaMP2008,Finalised,5940,0,1640,845,2485,0,41.8,48,0,0.8,3417,57.5,0,0,0,5490,0,1516,845,2361,0,43,3090,56.3,19089,288,51495,107,0,0,0,2011
Q3,October to December,2011/12,95ZZ,Strabane,NWRWMG (pre April 2015),Finalised,4553,0,1151,133,1285,0,28.2,282,0,6.2,2987,65.6,0,0,0,4222,0,1122,133,1255,0,29.7,2707,64.1,15252,277,39930,106,0,0,0,2011
Q3,October to December,2011/12,NI,Northern Ireland,0,Finalised,218877,0,49066,26771,75836,0,34.6,7457,0,3.4,134103,61.3,0,0,0,192801,0,42521,26453,68974,0,35.8,115976,60.2,715379,270,1814318,106,0,0,0,2011
Q4,January to March,2011/12,95AA,Antrim,arc21 (pre April 2015),Finalised,8185,0,2488,1383,3871,0,47.3,34,0,0.4,4190,51.2,0,0,0,6788,0,1450,1383,2833,0,41.7,3840,56.6,19694,345,53632,127,0,0,0,2011
Q4,January to March,2011/12,95BB,Ards,arc21 (pre April 2015),Finalised,9971,0,1857,1373,3230,0,32.4,40,0,0.4,6701,67.2,0,0,0,9277,0,1789,1373,3162,0,34.1,6079,65.5,31894,291,78047,119,0,0,0,2011
Q4,January to March,2011/12,95CC,Armagh,SWaMP2008,Finalised,6954,0,1927,983,2910,0,41.8,372,0,5.4,3627,52.2,0,0,0,6261,0,1590,970,2560,0,40.9,3318,53,21529,291,59651,105,0,0,0,2011
Q4,January to March,2011/12,95DD,Ballymena,arc21 (pre April 2015),Finalised,7648,0,1787,1278,3065,0,40.1,0,0,0,4583,59.9,0,0,0,6844,0,1470,1278,2748,0,40.2,4096,59.8,25013,274,64127,107,0,0,0,2011
Q4,January to March,2011/12,95EE,Ballymoney,NWRWMG (pre April 2015),Finalised,3600,0,835,218,1053,0,29.2,74,0,2,2474,68.7,0,0,0,3209,0,730,218,948,0,29.5,2195,68.4,11609,276,31276,103,0,0,0,2011
Q4,January to March,2011/12,95FF,Banbridge,SWaMP2008,Finalised,6044,0,1407,1638,3045,0,50.4,158,0,2.6,2817,46.6,0,0,0,5590,0,1137,1604,2741,0,49,2676,47.9,18477,303,48333,116,0,0,0,2011
Q4,January to March,2011/12,95GG,Belfast (pre April 2015),arc21 (pre April 2015),Finalised,35759,0,6713,3485,10198,0,28.5,972,6,2.7,24170,67.6,0,0,0,26624,0,6167,3353,9521,0,35.8,16158,60.7,122917,217,280922,95,0,0,0,2011
Q4,January to March,2011/12,95HH,Carrickfergus,arc21 (pre April 2015),Finalised,5257,0,1296,622,1918,0,36.5,0,0,0,3339,63.5,0,0,0,4424,0,946,622,1568,0,35.4,2856,64.6,16297,271,39102,113,0,0,0,2011
Q4,January to March,2011/12,95II,Castlereagh,arc21 (pre April 2015),Finalised,6926,0,1552,1190,2742,0,39.6,21,0,0.3,4088,59,0,0,0,6512,0,1403,1189,2592,0,39.8,3830,58.8,27927,233,67418,97,0,0,0,2011
Q4,January to March,2011/12,95JJ,Coleraine,NWRWMG (pre April 2015),Finalised,7882,0,2508,662,3170,0,40.2,518,0,6.6,4195,53.2,0,0,0,6965,0,2364,662,3026,0,43.4,3507,50.4,24411,285,58959,118,0,0,0,2011
Q4,January to March,2011/12,95KK,Cookstown,SWaMP2008,Finalised,4820,0,1114,763,1877,0,38.9,34,0,0.7,2909,60.4,0,0,0,4201,0,908,763,1672,0,39.8,2496,59.4,13089,321,37098,113,0,0,0,2011
Q4,January to March,2011/12,95LL,Craigavon,SWaMP2008,Finalised,10972,0,3296,1265,4561,0,41.6,2545,0,23.2,1957,17.8,0,0,0,10131,0,3186,1265,4451,0,43.9,1734,17.1,36464,278,93334,109,0,0,0,2011
Q4,January to March,2011/12,95MM,Derry,NWRWMG (pre April 2015),Finalised,13547,0,3483,227,3711,0,27.4,86,0,0.6,9751,72,0,0,0,11873,0,3018,227,3245,0,27.3,8552,72,41583,286,108261,110,0,0,0,2011
Q4,January to March,2011/12,95NN,Down,arc21 (pre April 2015),Finalised,7523,0,1793,631,2423,0,32.2,35,0,0.5,5068,67.4,0,0,0,7059,0,1760,611,2370,0,33.6,4659,66,26313,268,69934,101,0,0,0,2011
Q4,January to March,2011/12,95OO,Dungannon,SWaMP2008,Finalised,6869,0,1700,990,2689,0,39.2,400,0,5.8,3750,54.6,0,0,0,6432,0,1663,990,2653,0,41.2,3386,52.6,20639,312,58100,111,0,0,0,2011
Q4,January to March,2011/12,95PP,Fermanagh,SWaMP2008,Finalised,7539,0,2082,493,2575,0,34.2,52,0,0.7,4889,64.8,0,0,0,6565,0,1592,493,2085,0,31.8,4417,67.3,24516,268,62006,106,0,0,0,2011
Q4,January to March,2011/12,95QQ,Larne,arc21 (pre April 2015),Finalised,4741,0,1793,618,2411,0,50.9,204,0,4.3,2124,44.8,0,0,0,3975,0,1274,618,1892,0,47.6,1899,47.8,13380,297,32136,124,0,0,0,2011
Q4,January to March,2011/12,95RR,Limavady,NWRWMG (pre April 2015),Finalised,3999,0,1249,149,1397,0,34.9,235,0,5.9,2327,58.2,0,0,0,3619,0,1009,149,1158,0,32,2199,60.8,12355,293,33610,108,0,0,0,2011
Q4,January to March,2011/12,95SS,Lisburn,arc21 (pre April 2015),Finalised,13636,0,2798,1954,4752,0,34.9,51,0,0.4,8721,64,0,0,0,12387,0,2453,1954,4407,0,35.6,7834,63.2,45940,270,120486,103,0,0,0,2011
Q4,January to March,2011/12,95TT,Magherafelt,NWRWMG (pre April 2015),Finalised,5853,0,2212,1108,3320,0,56.7,873,0,14.9,1660,28.4,0,0,0,5066,0,1811,1108,2919,0,57.6,1408,27.8,15203,333,45132,112,0,0,0,2011
Q4,January to March,2011/12,95UU,Moyle,NWRWMG (pre April 2015),Finalised,2257,0,599,94,693,0,30.7,0,0,0,1564,69.3,0,0,0,1986,0,561,94,655,0,33,1331,67,6921,287,17062,116,0,0,0,2011
Q4,January to March,2011/12,95VV,Newry and Mourne,SWaMP2008,Finalised,10924,0,2377,888,3265,0,29.9,17,0,0.2,7642,70,0,0,0,9439,0,2374,888,3263,0,34.6,6164,65.3,35149,269,100003,94,0,0,0,2011
Q4,January to March,2011/12,95WW,Newtownabbey,arc21 (pre April 2015),Finalised,10519,0,2470,1639,4109,0,39.1,748,0,7.1,5594,53.2,0,0,0,9555,0,2359,1548,3907,0,40.9,4930,51.6,34261,279,85019,112,0,0,0,2011
Q4,January to March,2011/12,95XX,North Down,arc21 (pre April 2015),Finalised,11429,0,3079,1381,4461,0,39,44,0,0.4,6866,60.1,0,0,0,9370,0,2267,1330,3596,0,38.4,5679,60.6,33002,284,79245,118,0,0,0,2011
Q4,January to March,2011/12,95YY,Omagh,SWaMP2008,Finalised,6250,0,1734,679,2414,0,38.6,46,12,0.9,3658,58.5,0,0,0,5700,0,1487,679,2166,0,38,3365,59,19163,297,51495,111,0,0,0,2011
Q4,January to March,2011/12,95ZZ,Strabane,NWRWMG (pre April 2015),Finalised,4273,0,1241,137,1378,0,32.3,222,0,5.2,2673,62.6,0,0,0,3910,0,1211,137,1348,0,34.5,2362,60.4,15222,257,39930,98,0,0,0,2011
Q4,January to March,2011/12,NI,Northern Ireland,0,Finalised,223376,0,55392,25849,81240,0,36.4,7781,18,3.5,131335,58.8,0,0,0,193762,0,47979,25508,73486,0,37.9,110966,57.3,712970,272,1814318,107,0,0,0,2011
Q1,April to June,2012/13,95AA,Antrim,arc21 (pre April 2015),Finalised,8222,30,2189,2151,4340,4370,52.8,33,108,1.7,3682,44.8,1546,9261,9043,6993,30,1308,2151,3459,3488,49.5,3339,47.8,19744,354,53835,130,0,0,0,2012
Q1,April to June,2012/13,95BB,Ards,arc21 (pre April 2015),Finalised,11027,0,2011,2616,4627,4627,42,39,0,0.4,6361,57.7,3166,14230,14061,10180,0,1939,2616,4555,4555,44.7,5591,54.9,32017,318,78550,130,0,0,0,2012
Q1,April to June,2012/13,95CC,Armagh,SWaMP2008,Finalised,7115,20,1724,1420,3144,3163,44.2,227,0,3.2,3700,52,2069,10546,10546,6404,20,1388,1420,2807,2827,43.8,3349,52.3,21574,297,60147,106,0,0,0,2012
Q1,April to June,2012/13,95DD,Ballymena,arc21 (pre April 2015),Finalised,7958,0,1565,1999,3564,3564,44.8,0,0,0,4394,55.2,2162,11156,11017,7133,0,1188,1999,3187,3188,44.7,3945,55.3,25063,285,64551,110,0,0,0,2012
Q1,April to June,2012/13,95EE,Ballymoney,NWRWMG (pre April 2015),Finalised,3990,0,803,763,1566,1566,39.3,56,0,1.4,2367,59.3,1257,5525,5525,3564,0,673,763,1436,1436,40.3,2077,58.3,11628,306,31551,113,0,0,0,2012
Q1,April to June,2012/13,95FF,Banbridge,SWaMP2008,Finalised,6846,0,1590,2352,3942,3942,57.6,176,50,3.3,2660,38.8,1079,8573,8573,6363,0,1216,2312,3528,3528,55.4,2599,40.8,18509,344,48730,131,0,0,0,2012
Q1,April to June,2012/13,95GG,Belfast (pre April 2015),arc21 (pre April 2015),Finalised,36565,22,5810,4093,9903,9925,27.1,863,19,2.4,25573,69.9,15068,48123,49209,29716,22,5488,3985,9473,9495,31.9,19407,65.3,123113,241,280537,106,0,0,0,2012
Q1,April to June,2012/13,95HH,Carrickfergus,arc21 (pre April 2015),Finalised,6269,0,1839,1180,3019,3019,48.2,0,48,0.8,3202,51.1,1676,7328,7255,4876,0,878,1180,2058,2058,42.2,2771,56.8,16302,299,39096,125,0,0,0,2012
Q1,April to June,2012/13,95II,Castlereagh,arc21 (pre April 2015),Finalised,8025,4,1519,1835,3354,3358,41.8,14,0,0.2,4578,57,2406,12079,11932,7535,4,1293,1835,3128,3131,41.5,4320,57.3,27944,270,67716,111,0,0,0,2012
Q1,April to June,2012/13,95JJ,Coleraine,NWRWMG (pre April 2015),Finalised,9230,0,2145,1285,3430,3430,37.2,716,0,7.8,5084,55.1,2933,10426,11426,8049,0,2023,1285,3308,3308,41.1,4156,51.6,24464,329,58993,136,0,0,0,2012
Q1,April to June,2012/13,95KK,Cookstown,SWaMP2008,Finalised,5083,0,1064,938,2002,2002,39.4,26,0,0.5,3056,60.1,1604,6440,6440,4422,0,790,938,1728,1728,39.1,2672,60.4,13118,337,37411,118,0,0,0,2012
Q1,April to June,2012/13,95LL,Craigavon,SWaMP2008,Finalised,12172,0,3442,2262,5703,5703,46.9,2859,21,23.7,3385,27.8,1958,15708,15111,11311,0,3296,2234,5529,5529,48.9,3030,26.8,36566,309,94597,120,0,0,0,2012
Q1,April to June,2012/13,95MM,Derry,NWRWMG (pre April 2015),Finalised,13936,0,3295,483,3778,3778,27.1,862,507,9.8,8790,63.1,5638,20192,20192,12220,0,2619,478,3097,3097,25.3,7853,64.3,41651,293,108586,113,0,0,0,2012
Q1,April to June,2012/13,95NN,Down,arc21 (pre April 2015),Finalised,8733,0,1799,1295,3094,3094,35.4,27,0,0.3,5613,64.3,3195,12645,13093,8160,0,1757,1278,3036,3036,37.2,5101,62.5,26337,310,70440,116,0,0,0,2012
Q1,April to June,2012/13,95OO,Dungannon,SWaMP2008,Finalised,7394,0,1536,1401,2937,2937,39.7,403,4,5.5,4050,54.8,2204,9320,9320,7005,0,1500,1401,2901,2901,41.4,3730,53.2,20690,339,58813,119,0,0,0,2012
Q1,April to June,2012/13,95PP,Fermanagh,SWaMP2008,Finalised,6615,20,1783,562,2345,2365,35.5,61,0,0.9,4188,63.3,2656,11101,11101,5831,20,1421,562,1983,2003,34,3772,64.7,24565,237,62400,93,0,0,0,2012
Q1,April to June,2012/13,95QQ,Larne,arc21 (pre April 2015),Finalised,5383,13,1792,1291,3082,3095,57.3,159,158,5.9,1947,36.2,924,5710,5641,4799,13,1390,1291,2681,2693,55.9,1786,37.2,13405,358,32191,149,0,0,0,2012
